,genres,X_lem
212,['Drama'],"['sister', 'keeper', 'get', 'fine', 'performance', 'adult', 'child', 'actor', 'director', 'heavy-handed', 'approach', 'turn', 'worthy', 'emotional', 'subject', 'overly', 'melodramatic', 'tearjerker']"
213,['Comedy'],"['clever', 'script', 'hilarious', 'interplay', 'among', 'cast', 'hangover', 'nail', 'right', 'tone', 'raunchy', 'humor', 'non-stop', 'laugh', 'overshadow', 'flaw']"
214,"['Horror', 'Mystery & Suspense']","['tepid', 'remake', '1987', 'cult', 'classic', 'lack', 'tension', 'satirical', 'undercurrent', 'original']"
215,"['Art House & International', 'Drama']","['slow', 'predictable', 'departure', 'quiet', 'life', 'affirming', 'story']"
216,"['Comedy', 'Drama']","['tough', 'bittersweet', 'sharply', 'observed', 'romanian', 'drama', 'impressive', 'intelligent', 'directing']"
217,"['Art House & International', 'Special Interest']","['straightforward', 'documentary', 'five', 'russian', 'ballerina', 'bertrand', 'normand', 'ballerina', 'enlivened', 'fairy-tale', 'sensibility']"
218,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['slow', 'cheap-looking', 'dull', 'season', 'witch', 'fails', 'even', 'unintentional', 'comedy']"
219,['Mystery & Suspense'],"['debut', 'edward', 'anderson', 'economical', 'occasionally', 'effective', 'shuttle', 'offer', 'little', 'catharsis', 'tense', 'ride']"
220,['Comedy'],"['even', 'modest', 'standard', 'teen', 'sex', 'comedy', 'genre', 'crass', 'poorly-mademiss', 'march', 'miss', 'mark']"
221,"['Drama', 'Mystery & Suspense']","['plot', 'undercooked', 'cliche', 'riddled', 'american', 'affair', 'unsuccessfully', 'mix', 'coming-of-age', 'story', 'presidential', 'conspiracy', 'thriller']"
222,"['Drama', 'Horror']","['though', 'entirely', 'effective', 'conventional', 'horror', 'flick', 'grace', 'still', 'graphic', 'disturbing', 'artful', 'exploration', 'twisted', 'maternal', 'instinct']"
223,"['Drama', 'Mystery & Suspense']",[]
224,"['Action & Adventure', 'Drama', 'Romance']","[""n't"", 'lack', 'ambition', 'boast', 'undeniably', 'thrilling', 'source', 'material', 'red', 'baron', 'brought', 'overly', 'sentimental', 'script', 'number', 'historical', 'inaccuracy']"
225,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",[]
226,"['Comedy', 'Drama']","['replete', 'quirky', 'indie', 'cliche', 'happy', 'tear', 'waste', 'fine', 'performance', 'demi', 'moore', 'parker', 'posey', 'rip', 'torn', 'stale', 'formula']"
227,"['Comedy', 'Drama', 'Mystery & Suspense']",[]
228,"['Art House & International', 'Drama']",[]
229,"['Art House & International', 'Drama']","['feature', 'sterling', 'cast', 'mammoth', 'elephantine', 'scope', 'sprawling', 'maintain', 'dramatic', 'focus']"
230,"['Documentary', 'Special Interest']","['dynamic', 'tightly', 'arranged', 'deliberately', 'provocative', 'joe', 'berlinger', 'crude', 'sobering', 'enraging', 'wake-up', 'call']"
231,"['Drama', 'Romance']","['dark', 'timely', 'subject', 'handled', 'deftly', 'writer/directer', 'owen', 'moverman', 'superbly', 'acted', 'woody', 'harrleson', 'ben', 'foster']"
232,"['Horror', 'Mystery & Suspense']",[]
233,"['Art House & International', 'Drama']","['bohdan', 'slama', 'stunningly', 'filmed', 'dramedy', 'loaded', 'full-bodied', 'character', 'quietly', 'sincere', 'performance']"
234,"['Classics', 'Comedy', 'Drama', 'Romance']","['director', 'billy', 'wilder', 'customary', 'cynicism', 'leavened', 'tender', 'humor', 'romance', 'genuine', 'pathos']"
235,"['Comedy', 'Romance']",[]
236,"['Classics', 'Drama', 'Horror', 'Science Fiction & Fantasy']",[]
237,"['Drama', 'Musical & Performing Arts', 'Romance']","['fame', 'ultimately', 'undone', 'choppy', 'editing', 'incomplete', 'characterization', 'apparent', 'desire', 'appeal', 'high', 'school', 'musical', 'generation']"
238,['Documentary'],"['outrage', 'walk', 'difficult', 'moral', 'ethical', 'line', 'always', 'successfully', 'despite', 'flaw', 'fascinating', 'provocative', 'look', 'homosexuality', 'american', 'politics']"
239,"['Art House & International', 'Drama', 'Mystery & Suspense']","['sophie', 'okonedo', 'sam', 'neill', 'alice', 'krige', 'wonderful', 'work', 'skin', 'delivering', 'performance', 'whose', 'strength', 'underlined', 'incredible', 'real-life', 'event', 'upon', 'movie', 'based']"
240,['Drama'],"['enigmatic', 'debut', 'british/irish', 'feature', 'beautifully', 'photographed', 'intriguing', 'premise', 'marking', 'maker', 'talent', 'watch']"
241,"['Art House & International', 'Drama', 'Horror']","['stylish', 'thirst', 'pack', 'plenty', 'bloody', 'thrill', 'satisfy', 'fan', 'vampire', 'film', 'director', 'chan', 'wook', 'park']"
242,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense']",[]
243,"['Documentary', 'Special Interest']",[]
244,['Horror'],[]
245,"['Action & Adventure', 'Art House & International', 'Horror', 'Science Fiction & Fantasy']","['based', 'classic', 'anime', 'series', 'blood', ':', 'last', 'vampire', 'tedious', 'shoddily', 'acted', 'amateurish', 'picture', 'loses', 'charm', 'transition', 'live-action']"
246,"['Comedy', 'Drama']","['kevin', 'spacey', 'performance', 'almost', 'sharp', 'enough', 'save', 'hollywood', 'dramedy', 'end', 'dragged', 'cliched', 'script', 'indifferent', 'direction']"
247,"['Action & Adventure', 'Art House & International']","['suffers', 'comparison', 'predecessor', 'mention', 'tony', 'jaa', 'less-than-nimble', 'direction', 'ong', 'bak', '2', 'extravagant', 'violence', 'playful', 'style', 'fan', 'original', 'expect']"
248,"['Art House & International', 'Documentary', 'Special Interest']",[]
249,['Drama'],[]
250,"['Action & Adventure', 'Science Fiction & Fantasy']","['tron', 'legacy', 'boast', 'dazzling', 'visuals', 'human', 'character', 'story', 'get', 'lost', 'amidst', 'state-of-the-art', 'production', 'design']"
251,"['Drama', 'Mystery & Suspense']",[]
252,"['Comedy', 'Drama', 'Science Fiction & Fantasy']",[]
253,"['Drama', 'Kids & Family']",[]
254,['Drama'],[]
255,"['Comedy', 'Horror', 'Musical & Performing Arts']",[]
256,"['Drama', 'Mystery & Suspense']","['despite', 'promising', 'pedigree', 'titillating', 'premise', 'chloe', 'ultimately', 'fails', 'deliver', 'heat', 'thrill', 'expected', 'sexual', 'thriller']"
257,['Comedy'],[]
258,"['Kids & Family', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['welcome', 'throwback', 'suburban', 'teen', 'thriller', '1980s', 'hole', 'scary', 'enjoyable', 'return', 'form', 'director', 'joe', 'dante']"
259,"['Art House & International', 'Documentary', 'Drama', 'Special Interest', 'Sports & Fitness']",[]
260,"['Documentary', 'Drama', 'Special Interest', 'Television']",[]
261,['Comedy'],"['high', 'life', 'visually', 'arresting', 'challenging', 'confounding', 'ultimately', 'rewarding', 'say', 'everything', 'film', 'fan', 'expect', 'director', 'claire', 'denis']"
262,"['Action & Adventure', 'Comedy', 'Drama', 'Kids & Family']","['undeniably', 'shallow', 'cheerful', 'lack', 'pretense', 'well', 'grand', 'scale', 'star-stuffed', 'cast', 'help', 'make', 'around', 'world', '80', 'day', 'charmingly', 'light-hearted', 'entertainment']"
263,"['Drama', 'Mystery & Suspense']",[]
264,['Drama'],[]
265,"['Drama', 'Romance']","['matthew', 'broderick', 'give', 'appealing', 'performance', 'director', 'joshua', 'goldin', 'script', 'contains', 'unexpected', 'burst', 'honest', 'emotion', 'wonderful', 'world', 'good', 'intention', 'ca', ""n't"", 'make', 'lack', 'originality']"
266,"['Documentary', 'Special Interest']","['collapse', 'ca', ""n't"", 'prove', 'subject', 'theory', 'pose', 'many', 'terrifyingly', 'sobering', 'question', 'turn', 'away', 'ignore']"
267,"['Comedy', 'Drama']",[]
268,"['Drama', 'Kids & Family', 'Romance']","['shamelessly', 'manipulative', 'nicholas', 'spark', 'production', 'last', 'song', 'done', 'favor', 'miscast', 'overmatched', 'star', 'miley', 'cyrus']"
269,"['Documentary', 'Special Interest']","['baby', 'joyous', 'celebration', 'humankind', 'loaded', 'adorable', 'image', 'lack', 'insight', 'depth']"
270,['Comedy'],"['worthwhile', 'message', 'heart', 'lottery', 'ticket', 'buried', 'stale', 'humor', 'tired', 'stereotype', 'obvious', 'clichés']"
271,"['Comedy', 'Romance']","['timelier', 'little', 'honest', 'romantic', 'comedy', 'drew', 'barrymore', 'justin', 'long', 'screen', 'chemistry', ""n't"", 'make', 'going', 'distance', 'overall', 'flatness']"
272,"['Comedy', 'Drama']","['katherine', 'heigl', 'josh', 'duhamel', 'make', 'charming', 'couple', 'plenty', 'chemistry', ""n't"", 'enough', 'make', 'life', 'know', 'formulaic', 'plot', 'poorly', 'written', 'script']"
273,"['Drama', 'Horror', 'Mystery & Suspense']",[]
274,"['Drama', 'Horror', 'Mystery & Suspense']","['writer/director', 'adam', 'green', 'beginning', 'inventive', 'frightening', 'yarn', 'frozen', 'neither', 'script', 'cast', 'quite', 'strong', 'enough', 'truly', 'justice']"
275,"['Documentary', 'Special Interest']","['fascinating', 'heartbreakingly', 'honest', 'kimberly', 'reed', 'family', 'documentary', 'us', 'stranger-than-fiction', 'story', 'speak', 'near-universal', 'truth', 'family', 'bond', 'human', 'identity']"
276,"['Drama', 'Mystery & Suspense']","['may', 'lack', 'revelatory', 'punch', 'polanski', 'finest', 'film', 'ghost', 'writer', 'benefit', 'stylish', 'direction', 'tense', 'screenplay', 'strong', 'central', 'performance', 'ewan', 'mcgregor']"
277,"['Action & Adventure', 'Science Fiction & Fantasy']","['repo', 'men', 'intriguing', 'premise', 'well', 'likable', 'pair', 'lead', ""'re"", 'wasted', 'rote', 'screenplay', 'indifferent', 'direction', 'mind-numbing', 'gore']"
278,"['Art House & International', 'Horror', 'Mystery & Suspense']",[]
279,"['Comedy', 'Drama']","['raw', 'honest', 'jarring', 'daddy', 'longlegs', 'set', 'spellbinding', 'new', 'standard', 'diy', 'cinema']"
280,"['Art House & International', 'Classics', 'Drama']",[]
281,['Drama'],"['bleak', 'haunting', 'yet', 'still', 'somehow', 'hopeful', 'winter', 'bone', 'writer-director', 'debra', 'granik', 'best', 'work', 'yet', 'boast', 'incredible', 'starmaking', 'performance', 'jennifer', 'lawrence']"
282,"['Comedy', 'Drama']","['worthwhile', 'well-acted', 'ensemble', 'piece', 'smart', 'warm', 'statement', 'family', 'value', 'kid', 'right', 'remarkable']"
283,"['Documentary', 'Special Interest']",[]
284,['Comedy'],[]
285,"['Drama', 'Mystery & Suspense']","['plot', 'point', 'stolen', 'countless', 'superior', 'film', 'would-be', 'thriller', 'squanders', 'solid', 'cast', 'overly', 'serious', 'suspense-free', 'storytelling']"
286,"['Drama', 'Mystery & Suspense']",[]
287,['Drama'],[]
288,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']","['string', 'subpar', 'sequel', 'bloody', 'action-packed', 'reboot', 'take', 'predator', 'franchise', 'back', 'testosterone-fueled', 'root']"
289,"['Documentary', 'Special Interest']","['stonewall', 'uprising', 'offer', 'compelling', 'primer', 'pivotal', 'moment', 'american', 'history', 'using', 'memory', 'lived']"
290,"['Documentary', 'Special Interest']",[]
291,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",[]
292,"['Comedy', 'Romance']","['dudley', 'moore', 'brings', 'boozy', 'charm', 'arthur', 'coming', 'age', 'tale', 'wayward', 'millionaire', 'deploys', 'energetic', 'cast', 'chemistry', 'spiffy', 'humor', 'jovial', 'effect']"
293,"['Documentary', 'Special Interest']",[]
294,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['lean', 'taut', 'compellingly', 'gritty', 'john', 'carpenter', 'loose', 'update', 'rio', 'bravo', 'rank', 'cult', 'action', 'classic', 'one', 'filmmaker', 'best']"
295,"['Documentary', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Special Interest', 'Romance']",[]
296,"['Classics', 'Science Fiction & Fantasy']",[]
297,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
298,"['Action & Adventure', 'Drama']",[]
299,"['Horror', 'Mystery & Suspense']",[]
300,"['Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']",[]
301,"['Action & Adventure', 'Drama', 'Western']",[]
302,"['Classics', 'Comedy']","['bad', 'news', 'bear', 'rude', 'profane', 'cynical', 'shot', 'honest', 'unforced', 'humor', 'held', 'together', 'deft', 'understated', 'performance', 'walter', 'matthau']"
303,"['Classics', 'Drama', 'Horror', 'Mystery & Suspense']",[]
304,"['Classics', 'Comedy', 'Drama', 'Sports & Fitness']","['bang', 'drum', 'slowly', 'touching', 'melodrama', 'explores', 'inner', 'working', 'baseball', 'club', 'player', 'personality', 'remarkable', 'depth']"
305,"['Action & Adventure', 'Classics', 'Drama']",[]
306,"['Drama', 'Science Fiction & Fantasy', 'Romance']","['magical', 'optical', 'effect', 'enchanting', 'performance', 'jean', 'cocteau', 'beauty', 'beast', 'remains', 'surreal', 'soulful', 'fairy', 'tale', 'film', 'adaptation']"
307,"['Action & Adventure', 'Classics', 'Comedy']",[]
308,['Drama'],[]
309,"['Comedy', 'Drama']",[]
310,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
311,"['Action & Adventure', 'Comedy']",[]
312,['Comedy'],[]
313,"['Classics', 'Drama', 'Mystery & Suspense']",[]
314,"['Classics', 'Drama', 'Mystery & Suspense']","['perfect', 'match', 'screenplay', 'director', 'leading', 'man', 'big', 'sleep', 'stand', 'towering', 'achievement', 'film', 'noir', 'whose', 'grim', 'vitality', 'remains', 'undimmed']"
315,"['Art House & International', 'Drama', 'Mystery & Suspense']",[]
316,"['Action & Adventure', 'Classics', 'Drama']",[]
317,"['Classics', 'Horror', 'Mystery & Suspense']","['proving', 'build-up', 'key', 'suspense', 'alfred', 'hitchcock', 'successfully', 'turned', 'bird', 'terrifying', 'villain', 'horror', 'history']"
318,"['Horror', 'Mystery & Suspense']","['rare', 'slasher', 'enough', 'intelligence', 'wind', 'tension', 'bloody', 'outburst', 'black', 'christmas', 'offer', 'fiendishly', 'enjoyable', 'holiday', 'viewing', 'genre', 'fan']"
319,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","['lavishly', 'crafted', 'brimming', 'ambitious', 'idea', 'black', 'hole', 'probe', 'depth', 'space', 'unexciting', 'story', 'hokey', 'melodrama']"
320,"['Action & Adventure', 'Classics']",[]
321,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['black', 'rain', 'fair', 'share', 'ridley', 'scott', 'directorial', 'flair', 'paint-by-numbers', 'story', 'never', 'rise', 'genre', 'convention']"
322,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense']","['smart', 'tense', 'thriller', 'director', 'john', 'frankenheimer', 'black', 'sunday', 'succeeds', 'technical', 'level', 'even', 'fails', 'bring', 'character', 'vivid', 'life']"
323,"['Drama', 'Mystery & Suspense']",[]
324,"['Classics', 'Drama', 'Mystery & Suspense']",[]
325,"['Comedy', 'Drama']","['blind', 'date', 'ingredient', 'successful', 'madcap', 'comedy', 'end', 'result', 'suggest', 'director', 'blake', 'edward', 'lost', 'once-reliable', 'touch']"
326,"['Classics', 'Drama', 'Romance']",[]
327,"['Classics', 'Horror']",[]
328,"['Art House & International', 'Classics', 'Drama', 'Musical & Performing Arts']","['marlene', 'dietrich', 'steal', 'one', 'show', 'backstage', 'tragedy', 'lowly', 'professor', 'besotted', 'cruel', 'enigmatic', 'singer']"
329,"['Classics', 'Drama', 'Horror', 'Mystery & Suspense']",[]
330,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
331,"['Classics', 'Comedy', 'Drama']","['marrying', 'screwball', 'romance', 'political', 'satire', 'born', 'yesterday', 'substantive', 'romp', 'ferociously', 'smart', 'performance', 'judy', 'holliday', 'uncouth', 'bombshell']"
332,"['Classics', 'Drama', 'Mystery & Suspense']",[]
333,"['Action & Adventure', 'Drama']","['thanks', 'large', 'part', 'cast', 'anthony', 'hopkins', 'particular', 'bounty', 'retelling', 'mutiny', 'hm', 'bounty', 'intelligent', 'engaging', 'adventure', 'saga']"
334,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['story', 'take', 'dubious', 'turn', 'high-caliber', 'cast', 'gripping', 'pace', 'fashion', 'boy', 'brazil', 'effective', 'thriller']"
335,"['Mystery & Suspense', 'Science Fiction & Fantasy']",[]
336,['Action & Adventure'],[]
337,['Comedy'],"['richard', 'pryor', 'trademark', 'ribald', 'humor', 'tamped', 'brewster', 'million', 'feel', 'like', 'missed', 'opportunity', 'update', 'classic', 'story']"
338,"['Classics', 'Drama', 'Television']","['buoyed', 'standout', 'performance', 'james', 'caan', 'billy', 'dee', 'williams', 'brian', 'song', 'touching', 'tale', 'friendship', 'whose', 'central', 'relationship', 'transcends', 'standard', 'sport', 'movie', 'moment']"
339,"['Classics', 'Drama', 'Romance']","['brief', 'encounter', 'add', 'small', 'valuable', 'gem', 'lean', 'filmography', 'depicting', 'doomed', 'couple', 'illicit', 'connection', 'affecting', 'sensitivity', 'pair', 'powerful', 'performance']"
340,"['Action & Adventure', 'Classics', 'Drama', 'Western', 'Romance']",[]
341,"['Classics', 'Drama', 'Romance']","['thought-provoking', 'beautifully', 'filmed', 'd.w.', 'griffith', 'broken', 'blossom', 'present', 'master', 'top', 'form']"
342,"['Action & Adventure', 'Classics', 'Drama']",[]
343,"['Classics', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",[]
344,"['Comedy', 'Drama']",[]
345,"['Comedy', 'Drama', 'Romance']",[]
346,"['Action & Adventure', 'Classics', 'Western']","['iconic', 'pairing', 'paul', 'newman', 'robert', 'redford', 'jaunty', 'screenplay', 'burt', 'bacharach', 'score', 'butch', 'cassidy', 'sundance', 'kid', 'gone', 'among', 'defining', 'moment', ""late-'60s"", 'american', 'cinema']"
347,"['Classics', 'Comedy', 'Kids & Family', 'Musical & Performing Arts']","['poppy', 'satire', 'pop', 'music', 'bye', 'bye', 'birdie', 'silly', 'light', 'pink']"
348,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Western', 'Romance']",[]
349,"['Action & Adventure', 'Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']",[]
350,"['Classics', 'Drama', 'Romance']",[]
351,"['Classics', 'Drama', 'Mystery & Suspense']","['exemplary', 'thriller', 'powered', 'robert', 'mitchum', 'chilling', 'performance', 'bernard', 'herrmann', 'sinister', 'score', 'cape', 'fear', 'seethes', 'perfectly', 'modulated', 'tension']"
